Asked for under FOI,,,,,Additional data,,,,,
Date,Annual member hires using a key,Member hires made through the app,Casual hires at terminal,,24 hour members using a key,,,,,
01/01/2012, 604 , -   ," 3,132 ",, 107 ,,,,,
02/01/2012," 1,512 ", -   ," 4,515 ",, 212 ,,,,,
03/01/2012," 3,373 ", -   ," 1,495 ",, 385 ,,,,,
04/01/2012," 4,480 ", -   ," 2,160 ",, 569 ,,,,,
05/01/2012," 4,638 ", -   ," 2,199 ",, 585 ,,,,,
06/01/2012," 5,241 ", -   ," 3,506 ",, 735 ,,,,,
07/01/2012," 2,468 ", -   ," 5,300 ",, 363 ,,,,,
08/01/2012," 1,958 ", -   ," 4,422 ",, 318 ,,,,,
09/01/2012," 6,031 ", -   ," 3,204 ",, 827 ,,,,,
10/01/2012," 6,311 ", -   ," 3,355 ",, 879 ,,,,,
11/01/2012," 6,537 ", -   ," 3,460 ",, 928 ,,,,,
12/01/2012," 6,391 ", -   ," 3,533 ",, 939 ,,,,,
13/01/2012," 5,883 ", -   ," 3,694 ",, 872 ,,,,,
14/01/2012," 2,491 ", -   ," 5,874 ",, 463 ,,,,,
15/01/2012," 2,184 ", -   ," 5,307 ",, 405 ,,,,,
16/01/2012," 6,031 ", -   ," 2,970 ",, 884 ,,,,,
17/01/2012," 6,204 ", -   ," 3,320 ",, 951 ,,,,,
18/01/2012," 5,729 ", -   ," 2,364 ",, 913 ,,,,,
19/01/2012," 4,658 ", -   ," 2,577 ",, 706 ,,,,,
20/01/2012," 5,782 ", -   ," 3,191 ",, 886 ,,,,,
21/01/2012," 2,515 ", -   ," 5,500 ",, 417 ,,,,,
22/01/2012," 2,180 ", -   ," 5,913 ",, 383 ,,,,,
23/01/2012," 6,249 ", -   ," 3,323 ",, 889 ,,,,,
24/01/2012," 4,207 ", -   ," 1,810 ",, 692 ,,,,,
25/01/2012," 6,374 ", -   ," 3,485 ",, 976 ,,,,,
26/01/2012," 5,823 ", -   ," 3,348 ",, 960 ,,,,,
27/01/2012," 5,940 ", -   ," 4,308 ",, 961 ,,,,,
28/01/2012," 2,450 ", -   ," 5,557 ",, 470 ,,,,,
29/01/2012," 1,970 ", -   ," 4,618 ",, 378 ,,,,,
30/01/2012," 5,844 ", -   ," 2,964 ",, 947 ,,,,,
31/01/2012," 5,818 ", -   ," 2,518 ",, 940 ,,,,,
01/02/2012," 5,936 ", -   ," 2,653 ",, 950 ,,,,,
02/02/2012," 5,479 ", -   ," 2,366 ",, 835 ,,,,,
03/02/2012," 5,153 ", -   ," 2,684 ",, 764 ,,,,,
04/02/2012," 1,764 ", -   ," 3,086 ",, 319 ,,,,,
05/02/2012, 917 , -   , 966 ,, 147 ,,,,,
06/02/2012," 5,044 ", -   ," 2,032 ",, 746 ,,,,,
07/02/2012," 5,771 ", -   ," 2,427 ",, 918 ,,,,,
08/02/2012," 5,501 ", -   ," 2,137 ",, 824 ,,,,,
09/02/2012," 5,425 ", -   ," 2,181 ",, 777 ,,,,,
10/02/2012," 4,693 ", -   ," 2,339 ",, 777 ,,,,,
11/02/2012," 2,010 ", -   ," 3,703 ",, 390 ,,,,,
12/02/2012," 1,602 ", -   ," 3,203 ",, 278 ,,,,,
13/02/2012," 4,157 ", -   ," 1,995 ",, 695 ,,,,,
14/02/2012," 5,523 ", -   ," 3,051 ",, 928 ,,,,,
15/02/2012," 5,711 ", -   ," 3,577 ",, 952 ,,,,,
16/02/2012," 5,734 ", -   ," 3,924 ",, 964 ,,,,,
17/02/2012," 5,464 ", -   ," 4,555 ",, 900 ,,,,,
18/02/2012," 1,862 ", -   ," 3,723 ",, 342 ,,,,,
19/02/2012," 2,093 ", -   ," 6,073 ",, 416 ,,,,,
20/02/2012," 5,846 ", -   ," 3,252 ",, 932 ,,,,,
21/02/2012," 6,320 ", -   ," 3,757 ",," 1,037 ",,,,,
22/02/2012," 5,752 ", -   ," 2,876 ",, 916 ,,,,,
23/02/2012," 6,736 ", -   ," 5,179 ",," 1,063 ",,,,,
24/02/2012," 6,142 ", -   ," 5,032 ",, 983 ,,,,,
25/02/2012," 2,834 ", -   ," 10,236 ",, 627 ,,,,,
26/02/2012," 2,291 ", -   ," 9,969 ",, 495 ,,,,,
27/02/2012," 6,353 ", -   ," 4,057 ",," 1,016 ",,,,,
28/02/2012," 7,002 ", -   ," 4,721 ",," 1,168 ",,,,,
29/02/2012," 6,948 ", -   ," 5,003 ",," 1,125 ",,,,,
01/03/2012," 7,125 ", -   ," 5,978 ",," 1,193 ",,,,,
02/03/2012," 6,254 ", -   ," 5,188 ",," 1,015 ",,,,,
03/03/2012," 2,818 ", -   ," 8,696 ",, 587 ,,,,,
04/03/2012," 1,044 ", -   ," 1,893 ",, 194 ,,,,,
05/03/2012," 6,111 ", -   ," 3,498 ",, 939 ,,,,,
06/03/2012," 6,480 ", -   ," 3,952 ",," 1,041 ",,,,,
07/03/2012," 5,437 ", -   ," 2,863 ",, 873 ,,,,,
08/03/2012," 6,928 ", -   ," 5,366 ",," 1,236 ",,,,,
09/03/2012," 6,436 ", -   ," 5,895 ",," 1,197 ",,,,,
10/03/2012," 3,177 ", -   ," 14,036 ",, 784 ,,,,,
11/03/2012," 2,706 ", -   ," 17,505 ",, 719 ,,,,,
12/03/2012," 7,257 ", -   ," 8,741 ",," 1,320 ",,,,,
13/03/2012," 7,280 ", -   ," 7,391 ",," 1,357 ",,,,,
14/03/2012," 7,396 ", -   ," 7,851 ",," 1,346 ",,,,,
15/03/2012," 7,446 ", -   ," 9,243 ",," 1,436 ",,,,,
16/03/2012," 6,733 ", -   ," 7,741 ",," 1,424 ",,,,,
17/03/2012," 2,106 ", -   ," 6,240 ",, 559 ,,,,,
18/03/2012," 2,485 ", -   ," 10,525 ",, 736 ,,,,,
19/03/2012," 7,280 ", -   ," 8,287 ",," 1,420 ",,,,,
20/03/2012," 7,860 ", -   ," 9,073 ",," 1,556 ",,,,,
21/03/2012," 7,863 ", -   ," 9,424 ",," 1,507 ",,,,,
22/03/2012," 7,753 ", -   ," 9,397 ",," 1,549 ",,,,,
23/03/2012," 7,515 ", -   ," 12,022 ",," 1,548 ",,,,,
24/03/2012," 3,822 ", -   ," 21,329 ",," 1,228 ",,,,,
25/03/2012," 2,993 ", -   ," 17,460 ",, 837 ,,,,,
26/03/2012," 7,562 ", -   ," 10,716 ",," 1,558 ",,,,,
27/03/2012," 8,144 ", -   ," 11,645 ",," 1,703 ",,,,,
28/03/2012," 8,210 ", -   ," 13,304 ",," 1,761 ",,,,,
29/03/2012," 8,212 ", -   ," 12,663 ",," 1,736 ",,,,,
30/03/2012," 7,674 ", -   ," 13,723 ",," 1,648 ",,,,,
31/03/2012," 3,366 ", -   ," 12,171 ",, 952 ,,,,,
01/04/2012," 2,992 ", -   ," 18,521 ",, 925 ,,,,,
02/04/2012," 6,869 ", -   ," 11,090 ",," 1,440 ",,,,,
03/04/2012," 6,175 ", -   ," 7,392 ",," 1,309 ",,,,,
04/04/2012," 6,658 ", -   ," 8,071 ",," 1,332 ",,,,,
05/04/2012," 5,579 ", -   ," 7,369 ",," 1,170 ",,,,,
06/04/2012," 2,084 ", -   ," 13,512 ",, 658 ,,,,,
07/04/2012," 1,827 ", -   ," 9,876 ",, 480 ,,,,,
08/04/2012," 1,280 ", -   ," 10,240 ",, 447 ,,,,,
09/04/2012, 897 , -   ," 2,821 ",, 272 ,,,,,
10/04/2012," 5,552 ", -   ," 7,981 ",," 1,176 ",,,,,
11/04/2012," 6,717 ", -   ," 9,058 ",," 1,421 ",,,,,
12/04/2012," 6,051 ", -   ," 7,406 ",," 1,299 ",,,,,
13/04/2012," 6,088 ", -   ," 9,020 ",," 1,277 ",,,,,
14/04/2012," 3,169 ", -   ," 14,206 ",, 906 ,,,,,
15/04/2012," 2,389 ", -   ," 2,429 ",, 480 ,,,,,
16/04/2012," 7,118 ", -   ," 7,407 ",," 1,411 ",,,,,
17/04/2012," 5,162 ", -   ," 4,916 ",, 989 ,,,,,
18/04/2012," 4,439 ", -   ," 3,778 ",, 816 ,,,,,
19/04/2012," 5,177 ", -   ," 3,957 ",, 958 ,,,,,
20/04/2012," 5,954 ", -   ," 5,410 ",," 1,131 ",,,,,
21/04/2012," 3,157 ", -   ," 10,835 ",, 829 ,,,,,
22/04/2012," 2,566 ", -   ," 10,114 ",, 812 ,,,,,
23/04/2012," 5,481 ", -   ," 3,840 ",," 1,056 ",,,,,
24/04/2012," 7,194 ", -   ," 6,590 ",," 1,512 ",,,,,
25/04/2012," 3,505 ", -   ," 2,630 ",, 703 ,,,,,
26/04/2012," 5,680 ", -   ," 5,169 ",," 1,171 ",,,,,
27/04/2012," 6,155 ", -   ," 6,514 ",," 1,226 ",,,,,
28/04/2012," 1,327 ", -   ," 2,986 ",, 395 ,,,,,
29/04/2012," 1,471 ", -   ," 4,431 ",, 418 ,,,,,
30/04/2012," 7,869 ", -   ," 9,137 ",," 1,605 ",,,,,
01/05/2012," 6,066 ", -   ," 6,804 ",," 1,266 ",,,,,
02/05/2012," 7,396 ", -   ," 6,983 ",," 1,559 ",,,,,
03/05/2012," 6,510 ", -   ," 5,372 ",," 1,266 ",,,,,
04/05/2012," 6,216 ", -   ," 6,913 ",," 1,351 ",,,,,
05/05/2012," 2,326 ", -   ," 7,633 ",, 615 ,,,,,
06/05/2012," 2,081 ", -   ," 9,172 ",, 633 ,,,,,
07/05/2012," 2,013 ", -   ," 7,659 ",, 588 ,,,,,
08/05/2012," 7,265 ", -   ," 7,798 ",," 1,466 ",,,,,
09/05/2012," 5,951 ", -   ," 4,858 ",," 1,142 ",,,,,
10/05/2012," 7,037 ", -   ," 6,260 ",," 1,407 ",,,,,
11/05/2012," 7,384 ", -   ," 9,548 ",," 1,620 ",,,,,
12/05/2012," 3,481 ", -   ," 17,225 ",," 1,126 ",,,,,
13/05/2012," 3,076 ", -   ," 16,751 ",, 989 ,,,,,
14/05/2012," 6,449 ", -   ," 5,306 ",," 1,317 ",,,,,
15/05/2012," 4,843 ", -   ," 4,237 ",," 1,008 ",,,,,
16/05/2012," 8,028 ", -   ," 8,413 ",," 1,667 ",,,,,
17/05/2012," 7,769 ", -   ," 8,480 ",," 1,743 ",,,,,
18/05/2012," 7,370 ", -   ," 9,440 ",," 1,567 ",,,,,
19/05/2012," 3,451 ", -   ," 15,518 ",," 1,008 ",,,,,
20/05/2012," 2,806 ", -   ," 11,970 ",, 739 ,,,,,
21/05/2012," 7,755 ", -   ," 8,689 ",," 1,641 ",,,,,
22/05/2012," 8,735 ", -   ," 11,934 ",," 1,979 ",,,,,
23/05/2012," 9,032 ", -   ," 13,965 ",," 2,005 ",,,,,
24/05/2012," 8,907 ", -   ," 15,403 ",," 2,087 ",,,,,
25/05/2012," 8,175 ", -   ," 16,332 ",," 1,974 ",,,,,
26/05/2012," 3,889 ", -   ," 23,928 ",," 1,281 ",,,,,
27/05/2012," 3,490 ", -   ," 24,558 ",," 1,200 ",,,,,
28/05/2012," 8,633 ", -   ," 15,334 ",," 1,917 ",,,,,
29/05/2012," 8,715 ", -   ," 13,017 ",," 1,999 ",,,,,
30/05/2012," 8,644 ", -   ," 13,496 ",," 1,928 ",,,,,
31/05/2012," 8,306 ", -   ," 11,874 ",," 1,790 ",,,,,
01/06/2012," 7,376 ", -   ," 12,404 ",," 1,659 ",,,,,
02/06/2012," 2,877 ", -   ," 14,498 ",, 892 ,,,,,
03/06/2012," 1,466 ", -   ," 6,732 ",, 460 ,,,,,
04/06/2012," 2,322 ", -   ," 13,632 ",, 778 ,,,,,
05/06/2012," 2,001 ", -   ," 8,263 ",, 633 ,,,,,
06/06/2012," 6,890 ", -   ," 10,185 ",," 1,539 ",,,,,
07/06/2012," 5,718 ", -   ," 6,627 ",," 1,291 ",,,,,
08/06/2012," 4,851 ", -   ," 7,146 ",," 1,172 ",,,,,
09/06/2012," 3,483 ", -   ," 16,284 ",," 1,087 ",,,,,
10/06/2012," 2,562 ", -   ," 11,386 ",, 840 ,,,,,
11/06/2012," 2,883 ", -   ," 2,187 ",, 578 ,,,,,
12/06/2012," 6,012 ", -   ," 6,509 ",," 1,331 ",,,,,
13/06/2012," 8,348 ", -   ," 10,445 ",," 1,894 ",,,,,
14/06/2012," 8,095 ", -   ," 9,083 ",," 1,700 ",,,,,
15/06/2012," 7,458 ", -   ," 9,531 ",," 1,752 ",,,,,
16/06/2012," 3,603 ", -   ," 13,809 ",," 1,121 ",,,,,
17/06/2012," 3,396 ", -   ," 16,586 ",, 957 ,,,,,
18/06/2012," 7,513 ", -   ," 9,768 ",," 1,704 ",,,,,
19/06/2012," 8,753 ", -   ," 12,351 ",," 2,036 ",,,,,
20/06/2012," 8,903 ", -   ," 13,525 ",," 2,154 ",,,,,
21/06/2012," 6,829 ", -   ," 7,967 ",," 1,557 ",,,,,
22/06/2012," 7,078 ", -   ," 12,061 ",," 1,727 ",,,,,
23/06/2012," 3,328 ", -   ," 14,854 ",," 1,150 ",,,,,
24/06/2012," 2,967 ", -   ," 12,960 ",, 940 ,,,,,
25/06/2012," 8,324 ", -   ," 12,499 ",," 1,978 ",,,,,
26/06/2012," 8,758 ", -   ," 12,657 ",," 2,115 ",,,,,
27/06/2012," 8,659 ", -   ," 12,232 ",," 2,023 ",,,,,
28/06/2012," 8,919 ", -   ," 14,238 ",," 2,043 ",,,,,
29/06/2012," 7,690 ", -   ," 12,770 ",," 1,914 ",,,,,
30/06/2012," 3,837 ", -   ," 19,408 ",," 1,203 ",,,,,
01/07/2012," 3,133 ", -   ," 16,080 ",," 1,015 ",,,,,
02/07/2012," 6,396 ", -   ," 7,510 ",," 1,337 ",,,,,
03/07/2012," 7,207 ", -   ," 7,774 ",," 1,642 ",,,,,
04/07/2012," 7,680 ", -   ," 10,605 ",," 1,839 ",,,,,
05/07/2012," 9,150 ", -   ," 14,795 ",," 2,212 ",,,,,
06/07/2012," 5,308 ", -   ," 9,240 ",," 1,272 ",,,,,
07/07/2012," 3,071 ", -   ," 13,663 ",, 996 ,,,,,
08/07/2012," 2,148 ", -   ," 8,510 ",, 587 ,,,,,
09/07/2012," 7,477 ", -   ," 9,885 ",," 1,677 ",,,,,
10/07/2012," 7,608 ", -   ," 8,833 ",," 1,635 ",,,,,
11/07/2012," 7,763 ", -   ," 9,123 ",," 1,723 ",,,,,
12/07/2012," 6,493 ", -   ," 6,992 ",," 1,378 ",,,,,
13/07/2012," 7,031 ", -   ," 9,286 ",," 1,617 ",,,,,
14/07/2012," 2,643 ", -   ," 8,999 ",, 739 ,,,,,
15/07/2012," 3,405 ", -   ," 17,770 ",," 1,155 ",,,,,
16/07/2012," 6,507 ", -   ," 6,681 ",," 1,407 ",,,,,
17/07/2012," 8,791 ", -   ," 12,174 ",," 2,072 ",,,,,
18/07/2012," 7,619 ", -   ," 8,977 ",," 1,792 ",,,,,
19/07/2012," 8,826 ", -   ," 12,358 ",," 2,086 ",,,,,
20/07/2012," 7,124 ", -   ," 10,825 ",," 1,790 ",,,,,
21/07/2012," 3,982 ", -   ," 20,574 ",," 1,312 ",,,,,
22/07/2012," 3,664 ", -   ," 24,525 ",," 1,384 ",,,,,
23/07/2012," 8,697 ", -   ," 17,200 ",," 2,134 ",,,,,
24/07/2012," 9,366 ", -   ," 18,766 ",," 2,319 ",,,,,
25/07/2012," 9,155 ", -   ," 18,199 ",," 2,406 ",,,,,
26/07/2012," 9,460 ", -   ," 19,375 ",," 2,364 ",,,,,
27/07/2012," 8,314 ", -   ," 18,156 ",," 2,201 ",,,,,
28/07/2012," 4,594 ", -   ," 27,725 ",," 1,593 ",,,,,
29/07/2012," 2,983 ", -   ," 15,332 ",, 905 ,,,,,
30/07/2012," 8,443 ", -   ," 17,105 ",," 2,147 ",,,,,
31/07/2012," 7,737 ", -   ," 13,788 ",," 1,899 ",,,,,
01/08/2012," 8,573 ", -   ," 16,799 ",," 2,193 ",,,,,
02/08/2012," 8,781 ", -   ," 17,862 ",," 2,216 ",,,,,
03/08/2012," 8,087 ", -   ," 19,041 ",," 2,178 ",,,,,
04/08/2012," 3,995 ", -   ," 23,938 ",," 1,362 ",,,,,
05/08/2012," 3,010 ", -   ," 18,688 ",, 990 ,,,,,
06/08/2012," 7,752 ", -   ," 15,142 ",," 1,799 ",,,,,
07/08/2012," 8,037 ", -   ," 14,913 ",," 2,040 ",,,,,
08/08/2012," 8,459 ", -   ," 17,684 ",," 2,189 ",,,,,
09/08/2012," 8,719 ", -   ," 20,404 ",," 2,367 ",,,,,
10/08/2012," 8,302 ", -   ," 22,285 ",," 2,275 ",,,,,
11/08/2012," 4,369 ", -   ," 28,203 ",," 1,579 ",,,,,
12/08/2012," 4,024 ", -   ," 27,143 ",," 1,385 ",,,,,
13/08/2012," 7,856 ", -   ," 14,351 ",," 1,902 ",,,,,
14/08/2012," 8,780 ", -   ," 16,690 ",," 2,253 ",,,,,
15/08/2012," 8,321 ", -   ," 13,401 ",," 2,101 ",,,,,
16/08/2012," 8,486 ", -   ," 14,403 ",," 2,190 ",,,,,
17/08/2012," 8,101 ", -   ," 17,398 ",," 2,141 ",,,,,
18/08/2012," 4,226 ", -   ," 25,600 ",," 1,487 ",,,,,
19/08/2012," 3,889 ", -   ," 23,015 ",," 1,356 ",,,,,
20/08/2012," 8,945 ", -   ," 15,674 ",," 2,213 ",,,,,
21/08/2012," 9,532 ", -   ," 15,560 ",," 2,328 ",,,,,
22/08/2012," 9,732 ", -   ," 16,048 ",," 2,422 ",,,,,
23/08/2012," 9,596 ", -   ," 13,442 ",," 2,279 ",,,,,
24/08/2012," 7,983 ", -   ," 13,817 ",," 1,962 ",,,,,
25/08/2012," 2,738 ", -   ," 10,174 ",, 795 ,,,,,
26/08/2012," 3,642 ", -   ," 21,076 ",," 1,174 ",,,,,
27/08/2012," 3,732 ", -   ," 17,088 ",," 1,066 ",,,,,
28/08/2012," 9,478 ", -   ," 14,975 ",," 2,153 ",,,,,
29/08/2012," 9,237 ", -   ," 10,056 ",," 1,912 ",,,,,
30/08/2012," 9,043 ", -   ," 10,193 ",," 1,842 ",,,,,
31/08/2012," 9,761 ", -   ," 14,847 ",," 2,102 ",,,,,
01/09/2012," 5,106 ", -   ," 19,716 ",," 1,387 ",,,,,
02/09/2012," 4,307 ", -   ," 16,636 ",," 1,124 ",,,,,
03/09/2012," 10,942 ", -   ," 15,591 ",," 2,208 ",,,,,
04/09/2012," 11,420 ", -   ," 15,086 ",," 2,357 ",,,,,
05/09/2012," 11,660 ", -   ," 15,026 ",," 2,402 ",,,,,
06/09/2012," 11,734 ", -   ," 14,507 ",," 2,350 ",,,,,
07/09/2012," 11,276 ", -   ," 16,602 ",," 2,332 ",,,,,
08/09/2012," 5,854 ", -   ," 25,473 ",," 1,717 ",,,,,
09/09/2012," 5,330 ", -   ," 24,893 ",," 1,460 ",,,,,
10/09/2012," 11,183 ", -   ," 12,398 ",," 1,993 ",,,,,
11/09/2012," 11,909 ", -   ," 12,452 ",," 2,236 ",,,,,
12/09/2012," 11,718 ", -   ," 11,536 ",," 2,163 ",,,,,
13/09/2012," 12,213 ", -   ," 12,954 ",," 2,223 ",,,,,
14/09/2012," 11,375 ", -   ," 13,314 ",," 2,182 ",,,,,
15/09/2012," 6,054 ", -   ," 21,874 ",," 1,469 ",,,,,
16/09/2012," 4,929 ", -   ," 17,930 ",," 1,252 ",,,,,
17/09/2012," 11,798 ", -   ," 12,314 ",," 1,963 ",,,,,
18/09/2012," 12,179 ", -   ," 12,374 ",," 2,164 ",,,,,
19/09/2012," 12,365 ", -   ," 11,852 ",," 2,167 ",,,,,
20/09/2012," 12,047 ", -   ," 11,996 ",," 2,030 ",,,,,
21/09/2012," 10,605 ", -   ," 11,361 ",," 1,786 ",,,,,
22/09/2012," 6,089 ", -   ," 19,755 ",," 1,525 ",,,,,
23/09/2012," 2,125 ", -   ," 3,976 ",, 418 ,,,,,
24/09/2012," 8,256 ", -   ," 5,739 ",," 1,254 ",,,,,
25/09/2012," 12,450 ", -   ," 9,701 ",," 1,945 ",,,,,
26/09/2012," 9,934 ", -   ," 8,062 ",," 1,594 ",,,,,
27/09/2012," 11,676 ", -   ," 10,041 ",," 1,879 ",,,,,
28/09/2012," 11,234 ", -   ," 10,456 ",," 1,859 ",,,,,
29/09/2012," 6,164 ", -   ," 17,736 ",," 1,340 ",,,,,
30/09/2012," 5,141 ", -   ," 14,109 ",," 1,059 ",,,,,
01/10/2012," 9,316 ", -   ," 6,845 ",," 1,310 ",,,,,
02/10/2012," 12,074 ", -   ," 8,686 ",," 1,735 ",,,,,
03/10/2012," 12,856 ", -   ," 9,395 ",," 1,898 ",,,,,
04/10/2012," 13,273 ", -   ," 10,961 ",," 2,001 ",,,,,
05/10/2012," 9,136 ", -   ," 7,306 ",," 1,377 ",,,,,
06/10/2012," 6,539 ", -   ," 17,105 ",," 1,270 ",,,,,
07/10/2012," 5,675 ", -   ," 15,401 ",," 1,042 ",,,,,
08/10/2012," 9,923 ", -   ," 5,719 ",," 1,273 ",,,,,
09/10/2012," 13,496 ", -   ," 9,399 ",," 1,902 ",,,,,
10/10/2012," 13,783 ", -   ," 10,633 ",," 2,040 ",,,,,
11/10/2012," 10,680 ", -   ," 6,829 ",," 1,448 ",,,,,
12/10/2012," 12,068 ", -   ," 10,373 ",," 1,676 ",,,,,
13/10/2012," 6,107 ", -   ," 14,190 ",," 1,144 ",,,,,
14/10/2012," 5,582 ", -   ," 14,209 ",," 1,022 ",,,,,
15/10/2012," 13,034 ", -   ," 8,416 ",," 1,639 ",,,,,
16/10/2012," 13,930 ", -   ," 9,299 ",," 1,850 ",,,,,
17/10/2012," 12,599 ", -   ," 8,585 ",," 1,674 ",,,,,
18/10/2012," 13,403 ", -   ," 9,297 ",," 1,792 ",,,,,
19/10/2012," 8,826 ", -   ," 5,925 ",," 1,119 ",,,,,
20/10/2012," 6,060 ", -   ," 13,615 ",," 1,035 ",,,,,
21/10/2012," 4,146 ", -   ," 7,672 ",, 642 ,,,,,
22/10/2012," 11,853 ", -   ," 7,319 ",," 1,388 ",,,,,
23/10/2012," 13,314 ", -   ," 8,797 ",," 1,726 ",,,,,
24/10/2012," 13,788 ", -   ," 9,717 ",," 1,920 ",,,,,
25/10/2012," 12,707 ", -   ," 7,781 ",," 1,675 ",,,,,
26/10/2012," 11,189 ", -   ," 7,431 ",," 1,383 ",,,,,
27/10/2012," 4,875 ", -   ," 7,849 ",, 808 ,,,,,
28/10/2012," 4,317 ", -   ," 7,200 ",, 717 ,,,,,
29/10/2012," 10,629 ", -   ," 6,615 ",," 1,149 ",,,,,
30/10/2012," 13,083 ", -   ," 8,175 ",," 1,668 ",,,,,
31/10/2012," 12,688 ", -   ," 7,907 ",," 1,604 ",,,,,
01/11/2012," 12,021 ", -   ," 6,917 ",," 1,437 ",,,,,
02/11/2012," 11,892 ", -   ," 8,781 ",," 1,464 ",,,,,
03/11/2012," 6,014 ", -   ," 10,511 ",, 952 ,,,,,
04/11/2012," 3,817 ", -   ," 5,002 ",, 480 ,,,,,
05/11/2012," 12,985 ", -   ," 6,770 ",," 1,382 ",,,,,
06/11/2012," 13,005 ", -   ," 6,151 ",," 1,355 ",,,,,
07/11/2012," 13,584 ", -   ," 7,270 ",," 1,641 ",,,,,
08/11/2012," 13,666 ", -   ," 7,587 ",," 1,610 ",,,,,
09/11/2012," 13,022 ", -   ," 8,328 ",," 1,444 ",,,,,
10/11/2012," 5,265 ", -   ," 8,533 ",, 811 ,,,,,
11/11/2012," 5,508 ", -   ," 10,757 ",, 850 ,,,,,
12/11/2012," 11,713 ", -   ," 5,156 ",," 1,200 ",,,,,
13/11/2012," 14,323 ", -   ," 7,264 ",," 1,597 ",,,,,
14/11/2012," 14,478 ", -   ," 7,958 ",," 1,639 ",,,,,
15/11/2012," 14,089 ", -   ," 7,483 ",," 1,581 ",,,,,
16/11/2012," 12,817 ", -   ," 7,511 ",," 1,452 ",,,,,
17/11/2012," 5,845 ", -   ," 9,896 ",, 863 ,,,,,
18/11/2012," 5,575 ", -   ," 11,465 ",, 833 ,,,,,
19/11/2012," 13,761 ", -   ," 6,596 ",," 1,365 ",,,,,
20/11/2012," 12,657 ", -   ," 5,893 ",," 1,295 ",,,,,
21/11/2012," 10,150 ", -   ," 4,559 ",," 1,083 ",,,,,
22/11/2012," 13,507 ", -   ," 6,421 ",," 1,424 ",,,,,
23/11/2012," 12,965 ", -   ," 7,545 ",," 1,396 ",,,,,
24/11/2012," 3,179 ", -   ," 3,491 ",, 393 ,,,,,
25/11/2012," 5,048 ", -   ," 8,010 ",, 778 ,,,,,
26/11/2012," 10,640 ", -   ," 4,367 ",, 966 ,,,,,
27/11/2012," 10,746 ", -   ," 3,870 ",," 1,006 ",,,,,
28/11/2012," 13,009 ", -   ," 1,976 ",," 1,103 ",,,,,
29/11/2012," 13,146 ", -   ," 5,784 ",," 1,331 ",,,,,
30/11/2012," 12,118 ", -   ," 6,008 ",," 1,222 ",,,,,
01/12/2012," 5,584 ", -   ," 6,641 ",, 680 ,,,,,
02/12/2012," 5,066 ", -   ," 6,742 ",, 614 ,,,,,
03/12/2012," 12,508 ", -   ," 4,704 ",," 1,130 ",,,,,
04/12/2012," 13,562 ", -   ," 5,277 ",," 1,342 ",,,,,
05/12/2012," 11,961 ", -   ," 4,727 ",," 1,243 ",,,,,
06/12/2012," 11,897 ", -   ," 4,634 ",," 1,168 ",,,,,
07/12/2012," 10,262 ", -   ," 4,558 ",, 994 ,,,,,
08/12/2012," 5,996 ", -   ," 7,800 ",, 779 ,,,,,
09/12/2012," 4,813 ", -   ," 6,035 ",, 716 ,,,,,
10/12/2012," 12,623 ", -   ," 4,871 ",," 1,324 ",,,,,
11/12/2012," 12,614 ", -   ," 4,651 ",," 1,234 ",,,,,
12/12/2012," 11,957 ", -   ," 4,249 ",," 1,271 ",,,,,
13/12/2012," 11,496 ", -   ," 4,278 ",," 1,261 ",,,,,
14/12/2012," 8,906 ", -   ," 3,686 ",, 908 ,,,,,
15/12/2012," 5,924 ", -   ," 6,977 ",, 918 ,,,,,
16/12/2012," 4,601 ", -   ," 6,364 ",, 711 ,,,,,
17/12/2012," 11,614 ", -   ," 5,058 ",," 1,304 ",,,,,
18/12/2012," 11,832 ", -   ," 5,216 ",," 1,400 ",,,,,
19/12/2012," 9,041 ", -   ," 3,255 ",, 894 ,,,,,
20/12/2012," 6,434 ", -   ," 2,639 ",, 684 ,,,,,
21/12/2012," 9,753 ", -   ," 5,362 ",," 1,121 ",,,,,
22/12/2012," 2,278 ", -   ," 2,020 ",, 253 ,,,,,
23/12/2012," 3,028 ", -   ," 4,260 ",, 363 ,,,,,
24/12/2012," 3,269 ", -   ," 2,742 ",, 329 ,,,,,
25/12/2012," 1,041 ", -   ," 13,585 ",, 233 ,,,,,
26/12/2012," 1,574 ", -   ," 7,224 ",, 276 ,,,,,
27/12/2012," 3,375 ", -   ," 3,510 ",, 395 ,,,,,
28/12/2012," 3,961 ", -   ," 4,544 ",, 443 ,,,,,
29/12/2012," 2,697 ", -   ," 4,174 ",, 293 ,,,,,
30/12/2012," 3,027 ", -   ," 6,120 ",, 410 ,,,,,
31/12/2012," 3,361 ", -   ," 3,630 ",, 305 ,,,,,
01/01/2013," 2,840 ", -   ," 7,209 ",, 242 ,,,,,
02/01/2013," 8,737 ", -   ," 3,592 ",, 523 ,,,,,
03/01/2013," 11,254 ", -   ," 4,930 ",, 773 ,,,,,
04/01/2013," 11,600 ", -   ," 5,590 ",, 755 ,,,,,
05/01/2013," 6,142 ", -   ," 6,635 ",, 486 ,,,,,
06/01/2013," 5,367 ", -   ," 5,290 ",, 423 ,,,,,
07/01/2013," 13,964 ", -   ," 3,730 ",, 817 ,,,,,
08/01/2013," 15,264 ", -   ," 4,243 ",, 896 ,,,,,
